app_id,app_name,finding_id,flaw_id,flaw_name,business_unit,cve_id,cve_name,cwe_id,category_name,cwe_description,availability_impact,confidentiality_impact,integrity_impact,nvd_cvss2_score,nvd_cvss3_score,description,found_date,last_found_date,grace_period_expiry_date,status,scan_type,policy_rule_passed,policy_sandbox,source_file_line,attack_vector,mitigation_status,module_name,latest_resolution_status,remediation_effort,resolved_date,fixed_date,severity,filename,static_local_path,component_file_path,local_path,mitigation_last_accepted_date,mitigation_last_accepted_username,mitigation_last_accepted_comment,mitigation_last_proposed_date,mitigation_last_proposed_comment,mitigation_last_proposed_username,mitigation_last_rejected_date,mitigation_last_rejected_comment,mitigation_last_rejected_username,exploitability,flaw_age,static_source_function_name,source_function_name,published_ts,latest_published_date,library_first_found,resolution_status,resolution,reopened_date,original_scan_id,project_name,project_branch,component_name,dependency_type,product_license_info,component_version,component_id,library_vendor,library_description,vulnerability_title,nvd_cvss3_vector_string,library_release_date,library_latest_version,library_latest_release_date,fixed_library_version,library_latest_safe_version,has_vulnerable_methods,vulnerable_method_info,vulnerable_links,last_updated_date,sandbox_id,latest_scan_id,sca_agent_issue,sca_issue_type
1840724,VeraDemo-GithubApp,1.46121E+12,17,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting'),Not Specified,,,113,CRLF Injection,"The product receives data from an HTTP agent/component (e.g., web server, proxy, browser, etc.), but it does not neutralize or incorrectly neutralizes CR and LF characters before the data is included in outgoing HTTP headers.",,,,,,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,55,javax.servlet.http.HttpServletResponse.addCookie,Not Mitigated,verademo.veracodegen.war,NONE,2,,,3,Utils.java,com/veracode/verademo/utils/Utils.java,,com/veracode/verademo/utils/Utils.java,,,,,,,,,,0,1,setCookie,setCookie,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,140,J2EE Bad Practices: Direct Management of Connections,Not Specified,,,245,API Abuse,"The J2EE application directly manages connections, instead of using the container's connection management facilities.",,,,,,J2EE Bad Practices: Direct Management of Connections,11:06.0,11:06.0,,Open,Static Analysis,yes,Policy,156,java.sql.DriverManager.getConnection,Not Mitigated,verademo.veracodegen.war,NONE,2,,,2,UserController.java,com/veracode/verademo/controller/UserController.java,,com/veracode/verademo/controller/UserController.java,,,,,,,,,,0,1,processLogin,processLogin,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,137,Sensitive Cookie in HTTPS Session Without 'Secure' Attribute,Not Specified,,,614,Cryptographic Issues,"The Secure attribute for sensitive cookies in HTTPS sessions is not set, which could cause the user agent to send those cookies in plaintext over an HTTP session.",,,,,,Sensitive Cookie in HTTPS Session Without 'Secure' Attribute,11:06.0,11:06.0,,Open,Static Analysis,yes,Policy,55,javax.servlet.http.HttpServletResponse.addCookie,Not Mitigated,verademo.veracodegen.war,NONE,1,,,2,Utils.java,com/veracode/verademo/utils/Utils.java,,com/veracode/verademo/utils/Utils.java,,,,,,,,,,0,1,setCookie,setCookie,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,46,Use of a Broken or Risky Cryptographic Algorithm,Not Specified,,,327,Cryptographic Issues,The product uses a broken or risky cryptographic algorithm or protocol.,,,,,,Use of a Broken or Risky Cryptographic Algorithm,11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,908,java.security.MessageDigest.getInstance,Not Mitigated,verademo.veracodegen.war,NONE,1,,,3,UserController.java,com/veracode/verademo/controller/UserController.java,,com/veracode/verademo/controller/UserController.java,,,,,,,,,,1,1,md5,md5,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,106,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),Not Specified,,,80,Cross-Site Scripting (XSS),"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters such as ""<"", "">"", and ""&"" that could be interpreted as web-scripting elements when they are sent to a downstream component that processes web pages.",,,,,,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,77,java.io.Writer.write,Not Mitigated,verademo.veracodegen.war,NONE,3,,,3,tools.jsp,WEB-INF/views/tools.jsp,,WEB-INF/views/tools.jsp,,,,,,,,,,0,1,_jspService,_jspService,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,31,Improper Neutralization of CRLF Sequences ('CRLF Injection'),Not Specified,,,93,CRLF Injection,"The product uses CRLF (carriage return line feeds) as a special element, e.g. to separate lines or records, but it does not neutralize or incorrectly neutralizes CRLF sequences from inputs.",,,,,,Improper Neutralization of CRLF Sequences ('CRLF Injection'),11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,419,javax.mail.Message.setSubject,Not Mitigated,verademo.veracodegen.war,NONE,2,,,3,UserController.java,com/veracode/verademo/controller/UserController.java,,com/veracode/verademo/controller/UserController.java,,,,,,,,,,1,1,emailUser,emailUser,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,105,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),Not Specified,,,80,Cross-Site Scripting (XSS),"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters such as ""<"", "">"", and ""&"" that could be interpreted as web-scripting elements when they are sent to a downstream component that processes web pages.",,,,,,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,67,java.io.Writer.write,Not Mitigated,verademo.veracodegen.war,NONE,3,,,3,tools.jsp,WEB-INF/views/tools.jsp,,WEB-INF/views/tools.jsp,,,,,,,,,,0,1,_jspService,_jspService,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,36,External Control of File Name or Path,Not Specified,,,73,Directory Traversal,The product allows user input to control or influence paths or file names that are used in filesystem operations.,,,,,,External Control of File Name or Path,11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,629,java.io.File.!operator_javanewinit,Not Mitigated,verademo.veracodegen.war,NONE,2,,,3,UserController.java,com/veracode/verademo/controller/UserController.java,,com/veracode/verademo/controller/UserController.java,,,,,,,,,,0,1,processProfile,processProfile,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,104,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),Not Specified,,,80,Cross-Site Scripting (XSS),"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters such as ""<"", "">"", and ""&"" that could be interpreted as web-scripting elements when they are sent to a downstream component that processes web pages.",,,,,,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,64,javax.servlet.jsp.JspWriter.print,Not Mitigated,verademo.veracodegen.war,NONE,3,,,3,tools.jsp,WEB-INF/views/tools.jsp,,WEB-INF/views/tools.jsp,,,,,,,,,,2,1,_jspService,_jspService,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,23,External Control of File Name or Path,Not Specified,,,73,Directory Traversal,The product allows user input to control or influence paths or file names that are used in filesystem operations.,,,,,,External Control of File Name or Path,11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,229,processLogin,Not Mitigated,verademo.veracodegen.war,NONE,2,,,3,UserController.java,com/veracode/verademo/controller/UserController.java,,com/veracode/verademo/controller/UserController.java,,,,,,,,,,0,1,processLogin,processLogin,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,86,Improper Output Neutralization for Logs,Not Specified,,,117,CRLF Injection,The product does not neutralize or incorrectly neutralizes output that is written to logs.,,,,,,Improper Output Neutralization for Logs,11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,192,org.apache.log4j.Category.info,Not Mitigated,verademo.veracodegen.war,NONE,2,,,3,ResetController.java,com/veracode/verademo/controller/ResetController.java,,com/veracode/verademo/controller/ResetController.java,,,,,,,,,,1,1,processReset,processReset,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,30,External Control of File Name or Path,Not Specified,,,73,Directory Traversal,The product allows user input to control or influence paths or file names that are used in filesystem operations.,,,,,,External Control of File Name or Path,11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,398,processRegisterFinish,Not Mitigated,verademo.veracodegen.war,NONE,2,,,3,UserController.java,com/veracode/verademo/controller/UserController.java,,com/veracode/verademo/controller/UserController.java,,,,,,,,,,0,1,processRegisterFinish,processRegisterFinish,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,78,Improper Output Neutralization for Logs,Not Specified,,,117,CRLF Injection,The product does not neutralize or incorrectly neutralizes output that is written to logs.,,,,,,Improper Output Neutralization for Logs,11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,131,org.apache.log4j.Category.info,Not Mitigated,verademo.veracodegen.war,NONE,2,,,3,ResetController.java,com/veracode/verademo/controller/ResetController.java,,com/veracode/verademo/controller/ResetController.java,,,,,,,,,,1,1,processReset,processReset,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,39,External Control of File Name or Path,Not Specified,,,73,Directory Traversal,The product allows user input to control or influence paths or file names that are used in filesystem operations.,,,,,,External Control of File Name or Path,11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,666,java.io.File.!operator_javanewinit,Not Mitigated,verademo.veracodegen.war,NONE,2,,,3,UserController.java,com/veracode/verademo/controller/UserController.java,,com/veracode/verademo/controller/UserController.java,,,,,,,,,,0,1,downloadImage,downloadImage,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,81,Improper Output Neutralization for Logs,Not Specified,,,117,CRLF Injection,The product does not neutralize or incorrectly neutralizes output that is written to logs.,,,,,,Improper Output Neutralization for Logs,11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,158,org.apache.log4j.Category.info,Not Mitigated,verademo.veracodegen.war,NONE,2,,,3,ResetController.java,com/veracode/verademo/controller/ResetController.java,,com/veracode/verademo/controller/ResetController.java,,,,,,,,,,1,1,processReset,processReset,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,45,External Control of File Name or Path,Not Specified,,,73,Directory Traversal,The product allows user input to control or influence paths or file names that are used in filesystem operations.,,,,,,External Control of File Name or Path,11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,818,java.io.File.!operator_javanewinit,Not Mitigated,verademo.veracodegen.war,NONE,2,,,3,UserController.java,com/veracode/verademo/controller/UserController.java,,com/veracode/verademo/controller/UserController.java,,,,,,,,,,0,1,updateUsername,updateUsername,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,76,Improper Output Neutralization for Logs,Not Specified,,,117,CRLF Injection,The product does not neutralize or incorrectly neutralizes output that is written to logs.,,,,,,Improper Output Neutralization for Logs,11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,108,org.apache.log4j.Category.info,Not Mitigated,verademo.veracodegen.war,NONE,2,,,3,ResetController.java,com/veracode/verademo/controller/ResetController.java,,com/veracode/verademo/controller/ResetController.java,,,,,,,,,,1,1,processReset,processReset,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,19,Use of a Broken or Risky Cryptographic Algorithm,Not Specified,,,327,Cryptographic Issues,The product uses a broken or risky cryptographic algorithm or protocol.,,,,,,Use of a Broken or Risky Cryptographic Algorithm,11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,103,java.security.MessageDigest.getInstance,Not Mitigated,verademo.veracodegen.war,NONE,1,,,3,User.java,com/veracode/verademo/utils/User.java,,com/veracode/verademo/utils/User.java,,,,,,,,,,1,1,md5,md5,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,157,Insertion of Sensitive Information Into Sent Data,Not Specified,,,201,Information Leakage,"The code transmits data to another actor, but a portion of the data includes sensitive information that should not be accessible to that actor.",,,,,,Information Exposure Through Sent Data,11:06.0,11:06.0,,Open,Static Analysis,yes,Policy,242,processReset,Not Mitigated,verademo.veracodegen.war,NONE,2,,,2,ResetController.java,com/veracode/verademo/controller/ResetController.java,,com/veracode/verademo/controller/ResetController.java,,,,,,,,,,-1,1,processReset,processReset,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,159,Insertion of Sensitive Information Into Sent Data,Not Specified,,,201,Information Leakage,"The code transmits data to another actor, but a portion of the data includes sensitive information that should not be accessible to that actor.",,,,,,Information Exposure Through Sent Data,11:06.0,11:06.0,,Open,Static Analysis,yes,Policy,20,renderGet,Not Mitigated,verademo.veracodegen.war,NONE,2,,,2,HomeController.java,com/veracode/verademo/controller/HomeController.java,,com/veracode/verademo/controller/HomeController.java,,,,,,,,,,-1,1,renderGet,renderGet,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,158,J2EE Bad Practices: Direct Management of Connections,Not Specified,,,245,API Abuse,"The J2EE application directly manages connections, instead of using the container's connection management facilities.",,,,,,J2EE Bad Practices: Direct Management of Connections,11:06.0,11:06.0,,Open,Static Analysis,yes,Policy,259,java.sql.DriverManager.getConnection,Not Mitigated,verademo.veracodegen.war,NONE,2,,,2,ResetController.java,com/veracode/verademo/controller/ResetController.java,,com/veracode/verademo/controller/ResetController.java,,,,,,,,,,0,1,recreateDatabaseSchema,recreateDatabaseSchema,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,179,Generation of Error Message Containing Sensitive Information,Not Specified,,,209,Information Leakage,"The product generates an error message that includes sensitive information about its environment, users, or associated data.",,,,,,Information Exposure Through an Error Message,11:06.0,11:06.0,,Open,Static Analysis,yes,Policy,68,javax.servlet.jsp.JspWriter.print,Not Mitigated,verademo.veracodegen.war,NONE,1,,,2,blab.jsp,WEB-INF/views/blab.jsp,,WEB-INF/views/blab.jsp,,,,,,,,,,0,1,_jspService,_jspService,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,156,J2EE Bad Practices: Direct Management of Connections,Not Specified,,,245,API Abuse,"The J2EE application directly manages connections, instead of using the container's connection management facilities.",,,,,,J2EE Bad Practices: Direct Management of Connections,11:06.0,11:06.0,,Open,Static Analysis,yes,Policy,99,java.sql.DriverManager.getConnection,Not Mitigated,verademo.veracodegen.war,NONE,2,,,2,ResetController.java,com/veracode/verademo/controller/ResetController.java,,com/veracode/verademo/controller/ResetController.java,,,,,,,,,,0,1,processReset,processReset,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,135,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),Not Specified,,,80,Cross-Site Scripting (XSS),"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters such as ""<"", "">"", and ""&"" that could be interpreted as web-scripting elements when they are sent to a downstream component that processes web pages.",,,,,,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,108,javax.servlet.jsp.JspWriter.print,Not Mitigated,verademo.veracodegen.war,NONE,3,,,3,blab.jsp,WEB-INF/views/blab.jsp,,WEB-INF/views/blab.jsp,,,,,,,,,,0,1,_jspService,_jspService,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,51,Use of Hard-coded Credentials,Not Specified,,,798,Credentials Management,"The product contains hard-coded credentials, such as a password or cryptographic key, which it uses for its own inbound authentication, outbound communication to external components, or encryption of internal data.",,,,,,Use of Hard-coded Credentials,11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,39,create,Not Mitigated,verademo.veracodegen.war,NONE,4,,,3,ResetController.java,com/veracode/verademo/controller/ResetController.java,,com/veracode/verademo/controller/ResetController.java,,,,,,,,,,1,1,<clinit>,<clinit>,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,134,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),Not Specified,,,80,Cross-Site Scripting (XSS),"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters such as ""<"", "">"", and ""&"" that could be interpreted as web-scripting elements when they are sent to a downstream component that processes web pages.",,,,,,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,104,javax.servlet.jsp.JspWriter.print,Not Mitigated,verademo.veracodegen.war,NONE,3,,,3,blab.jsp,WEB-INF/views/blab.jsp,,WEB-INF/views/blab.jsp,,,,,,,,,,0,1,_jspService,_jspService,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,48,Use of Hard-coded Credentials,Not Specified,,,798,Credentials Management,"The product contains hard-coded credentials, such as a password or cryptographic key, which it uses for its own inbound authentication, outbound communication to external components, or encryption of internal data.",,,,,,Use of Hard-coded Credentials,11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,39,create,Not Mitigated,verademo.veracodegen.war,NONE,4,,,3,ResetController.java,com/veracode/verademo/controller/ResetController.java,,com/veracode/verademo/controller/ResetController.java,,,,,,,,,,1,1,<clinit>,<clinit>,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,132,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),Not Specified,,,80,Cross-Site Scripting (XSS),"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters such as ""<"", "">"", and ""&"" that could be interpreted as web-scripting elements when they are sent to a downstream component that processes web pages.",,,,,,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,60,javax.servlet.jsp.JspWriter.print,Not Mitigated,verademo.veracodegen.war,NONE,3,,,3,blab.jsp,WEB-INF/views/blab.jsp,,WEB-INF/views/blab.jsp,,,,,,,,,,0,1,_jspService,_jspService,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,68,Use of Hard-coded Credentials,Not Specified,,,798,Credentials Management,"The product contains hard-coded credentials, such as a password or cryptographic key, which it uses for its own inbound authentication, outbound communication to external components, or encryption of internal data.",,,,,,Use of Hard-coded Credentials,11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,39,create,Not Mitigated,verademo.veracodegen.war,NONE,4,,,3,ResetController.java,com/veracode/verademo/controller/ResetController.java,,com/veracode/verademo/controller/ResetController.java,,,,,,,,,,1,1,<clinit>,<clinit>,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,136,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),Not Specified,,,80,Cross-Site Scripting (XSS),"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters such as ""<"", "">"", and ""&"" that could be interpreted as web-scripting elements when they are sent to a downstream component that processes web pages.",,,,,,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,110,javax.servlet.jsp.JspWriter.print,Not Mitigated,verademo.veracodegen.war,NONE,3,,,3,blab.jsp,WEB-INF/views/blab.jsp,,WEB-INF/views/blab.jsp,,,,,,,,,,0,1,_jspService,_jspService,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,83,Insufficient Entropy,Not Specified,,,331,Cryptographic Issues,"The product uses an algorithm or scheme that produces insufficient entropy, leaving patterns or clusters of values that are more likely to occur than others.",,,,,,Insufficient Entropy,11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,182,java.util.Random.nextInt,Not Mitigated,verademo.veracodegen.war,NONE,2,,,3,ResetController.java,com/veracode/verademo/controller/ResetController.java,,com/veracode/verademo/controller/ResetController.java,,,,,,,,,,-1,1,processReset,processReset,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,133,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),Not Specified,,,80,Cross-Site Scripting (XSS),"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters such as ""<"", "">"", and ""&"" that could be interpreted as web-scripting elements when they are sent to a downstream component that processes web pages.",,,,,,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,68,javax.servlet.jsp.JspWriter.print,Not Mitigated,verademo.veracodegen.war,NONE,3,,,3,blab.jsp,WEB-INF/views/blab.jsp,,WEB-INF/views/blab.jsp,,,,,,,,,,0,1,_jspService,_jspService,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,65,Use of Hard-coded Credentials,Not Specified,,,798,Credentials Management,"The product contains hard-coded credentials, such as a password or cryptographic key, which it uses for its own inbound authentication, outbound communication to external components, or encryption of internal data.",,,,,,Use of Hard-coded Credentials,11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,39,create,Not Mitigated,verademo.veracodegen.war,NONE,4,,,3,ResetController.java,com/veracode/verademo/controller/ResetController.java,,com/veracode/verademo/controller/ResetController.java,,,,,,,,,,1,1,<clinit>,<clinit>,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,131,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),Not Specified,,,80,Cross-Site Scripting (XSS),"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters such as ""<"", "">"", and ""&"" that could be interpreted as web-scripting elements when they are sent to a downstream component that processes web pages.",,,,,,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,56,javax.servlet.jsp.JspWriter.print,Not Mitigated,verademo.veracodegen.war,NONE,3,,,3,blab.jsp,WEB-INF/views/blab.jsp,,WEB-INF/views/blab.jsp,,,,,,,,,,0,1,_jspService,_jspService,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,74,Use of Hard-coded Credentials,Not Specified,,,798,Credentials Management,"The product contains hard-coded credentials, such as a password or cryptographic key, which it uses for its own inbound authentication, outbound communication to external components, or encryption of internal data.",,,,,,Use of Hard-coded Credentials,11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,39,create,Not Mitigated,verademo.veracodegen.war,NONE,4,,,3,ResetController.java,com/veracode/verademo/controller/ResetController.java,,com/veracode/verademo/controller/ResetController.java,,,,,,,,,,1,1,<clinit>,<clinit>,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,12,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Not Specified,,,89,SQL Injection,"The product constructs all or part of an SQL command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended SQL command when it is sent to a downstream component.",,,,,,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,53,java.sql.Statement.execute,Not Mitigated,verademo.veracodegen.war,NONE,3,,,4,RemoveAccountCommand.java,com/veracode/verademo/commands/RemoveAccountCommand.java,,com/veracode/verademo/commands/RemoveAccountCommand.java,,,,,,,,,,0,1,execute,execute,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,59,Use of Hard-coded Credentials,Not Specified,,,798,Credentials Management,"The product contains hard-coded credentials, such as a password or cryptographic key, which it uses for its own inbound authentication, outbound communication to external components, or encryption of internal data.",,,,,,Use of Hard-coded Credentials,11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,39,create,Not Mitigated,verademo.veracodegen.war,NONE,4,,,3,ResetController.java,com/veracode/verademo/controller/ResetController.java,,com/veracode/verademo/controller/ResetController.java,,,,,,,,,,1,1,<clinit>,<clinit>,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
1840724,VeraDemo-GithubApp,1.46121E+12,11,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Not Specified,,,89,SQL Injection,"The product constructs all or part of an SQL command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended SQL command when it is sent to a downstream component.",,,,,,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),11:06.0,11:06.0,11:06.0,Open,Static Analysis,no,Policy,49,java.sql.Statement.execute,Not Mitigated,verademo.veracodegen.war,NONE,3,,,4,RemoveAccountCommand.java,com/veracode/verademo/commands/RemoveAccountCommand.java,,com/veracode/verademo/commands/RemoveAccountCommand.java,,,,,,,,,,0,1,execute,execute,,,,NONE,Unresolved,,29057923,,,,,,,,,,,,,,,,,,,,11:07.8,5642803,29057923,no,
